Order ID,Order Date,Ship Date,Delivery Date,Product type,SKU,Category,Price,Discount (%),Price_After_Discount,Number of products sold,Units Returned,Return Reason,Revenue generated,Profit,Customer Satisfaction Score,Customer demographics,Sales Channel,Payment Method,Region,Stock levels,Reorder Point,Stockout Risk,Lead time,Shipping times,Shipping costs,On-Time Delivery,Supplier name,Supplier Reliability Score,Manufacturing costs,Quality Score,Defect rates,Production volumes,Carrier Name,Transportation Mode
ORD1820,19/12/2022,20/12/2022,27/12/2022,Laptops,SKU0820,Mid-Range,866.45,7.42,802.16,327,24,Damaged in Shipping,262306.32,175140.32,3.3,Female,Direct Sales,Cash,East,89,251,Yes,4,7,121.87,No,Supplier 5,0.794,266.19,84.76,1.5237,823,Blue Dart,Sea
ORD1821,12/09/2024,16/09/2024,26/09/2024,Laptops,SKU0821,Premium,2376.93,1.69,2336.76,222,21,Wrong Item,518760.72,303790.1,2.6,Non-binary,Retail Store,Bank Transfer,East,153,148,No,14,10,250,Yes,Supplier 3,0.799,967.21,98.14,0.1858,987,UPS,Air
ORD1822,18/03/2023,19/03/2023,29/03/2023,Tablets,SKU0822,Budget,157.94,7.34,146.35,439,16,Defective,64247.65,35683.41,3.9,Female,Wholesale,Bank Transfer,North,151,380,Yes,20,10,117.04,Yes,Supplier 1,0.613,64.8,21.12,7.8885,791,UPS,Sea
ORD1823,05/05/2022,07/05/2022,11/05/2022,Smartphones,SKU0823,Budget,82.66,11.54,73.12,354,13,Wrong Item,25884.48,10623.77,4.4,Female,Online,Digital Wallet,West,172,248,Yes,16,4,45.79,Yes,Supplier 4,0.901,42.98,93.59,0.6411,1165,FedEx,Road
ORD1824,07/12/2023,08/12/2023,18/12/2023,Laptops,SKU0824,Mid-Range,950.31,5.23,900.61,451,33,Damaged in Shipping,406175.11,213916.12,3.4,Unknown,Retail Store,Invoice,South,91,331,Yes,20,10,164.56,Yes,Supplier 3,0.62,425.93,41.06,5.8938,570,Aramex,Sea
ORD1825,29/11/2022,02/12/2022,09/12/2022,Smartphones,SKU0825,Budget,102.35,12.82,89.23,90,11,Wrong Item,8030.7,3595.08,2.1,Unknown,Retail Store,Cash,North,249,66,No,20,7,80.52,Yes,Supplier 5,0.642,48.39,70.63,2.9365,473,DHL,Sea
ORD1826,16/05/2024,20/05/2024,30/05/2024,Smartwatches,SKU0826,Mid-Range,227.71,3.75,219.17,191,12,Damaged in Shipping,41861.47,22609.48,3.4,Non-binary,Wholesale,Credit Card,South,234,210,No,22,10,637.13,Yes,Supplier 2,0.697,97.46,55.65,4.435,981,Aramex,Air
ORD1827,01/05/2024,04/05/2024,06/05/2024,Smartphones,SKU0827,Premium,1084.2,4.43,1036.17,68,4,Defective,70459.56,47772.03,4,Female,Direct Sales,Credit Card,North,31,14,No,6,2,7.49,Yes,Supplier 2,0.695,333.53,50.15,4.9851,104,FedEx,Road
ORD1828,17/04/2024,22/04/2024,01/05/2024,Laptops,SKU0828,Premium,2133.67,11.37,1891.07,450,26,Not as Described,850981.5,327209.5,3.7,Male,B2B,Invoice,North,153,435,Yes,21,9,80,Yes,Supplier 2,0.663,1163.76,44.37,5.5632,1067,DHL,Sea
ORD1829,05/12/2024,09/12/2024,16/12/2024,Smartphones,SKU0829,Budget,183.42,6.39,171.7,400,52,Defective,68680,35530.68,1.8,Female,Online,Bank Transfer,South,223,200,No,9,7,101.32,Yes,Supplier 4,0.666,82.62,81.54,1.8462,655,Aramex,Sea
ORD1830,04/09/2024,06/09/2024,19/09/2024,Smartwatches,SKU0830,Premium,374.06,10.72,333.96,121,4,Defective,40409.16,23029.4,4.4,Non-binary,Online,Invoice,East,156,149,No,24,13,477.27,Yes,Supplier 2,0.719,139.69,46.97,5.3025,291,FedEx,Air
ORD1831,05/04/2024,07/04/2024,16/04/2024,Smartwatches,SKU0831,Budget,106.15,1.63,104.42,457,33,Defective,47719.94,30187.82,3.1,Non-binary,B2B,Invoice,West,209,503,Yes,21,9,102.14,Yes,Supplier 5,0.591,38.14,33.74,6.6257,700,UPS,Sea
ORD1832,18/01/2024,19/01/2024,01/02/2024,Laptops,SKU0832,Mid-Range,1079.92,11.67,953.89,360,49,Not as Described,343400.4,226282.32,1.8,Non-binary,Retail Store,Cash,East,28,360,Yes,14,13,280.08,Yes,Supplier 1,0.488,324.55,39.89,6.0115,1116,UPS,Air
ORD1833,03/07/2023,08/07/2023,19/07/2023,Laptops,SKU0833,Mid-Range,1143.04,10.4,1024.16,94,12,Defective,96271.04,40513.54,2,Male,B2B,Cash,West,232,41,No,12,11,28.66,Yes,Supplier 1,0.342,592.86,1.93,9.8073,343,FedEx,Road
ORD1834,14/11/2023,19/11/2023,02/12/2023,Smartphones,SKU0834,Premium,703.88,12.78,613.92,466,68,Not as Described,286086.72,112976.23,1.8,Female,Direct Sales,Cash,East,47,264,Yes,4,13,643.89,No,Supplier 3,0.446,370.1,35.02,6.4982,539,FedEx,Air
ORD1835,14/09/2022,17/09/2022,26/09/2022,Headphones,SKU0835,Mid-Range,104.43,6.9,97.22,452,40,Wrong Item,43943.44,24047.15,2.7,Non-binary,Online,Credit Card,East,189,377,Yes,6,9,80.61,No,Supplier 1,0.766,43.84,86.2,1.3795,674,FedEx,Sea
ORD1836,15/01/2024,18/01/2024,21/01/2024,Tablets,SKU0836,Budget,213.41,10.06,191.94,366,45,Damaged in Shipping,70250.04,28946.04,2.5,Male,Online,Bank Transfer,North,164,293,Yes,12,3,33.84,Yes,Supplier 1,0.696,112.76,84.87,1.5129,1153,DHL,Road
ORD1837,03/09/2022,04/09/2022,16/09/2022,Tablets,SKU0837,Premium,742.56,12.59,649.07,158,1,Wrong Item,102553.06,43492.36,4.6,Non-binary,B2B,Invoice,North,281,74,No,12,12,251.52,Yes,Supplier 4,0.958,372.21,92.28,0.7721,742,UPS,Air
ORD1838,13/04/2022,16/04/2022,29/04/2022,Tablets,SKU0838,Premium,710.1,5.67,669.84,444,13,Not as Described,297408.96,193210.26,4.1,Unknown,Online,Credit Card,North,246,370,Yes,10,13,635.7,No,Supplier 1,0.939,233.25,99.83,0.0171,725,DHL,Air
ORD1839,31/10/2022,05/11/2022,08/11/2022,Laptops,SKU0839,Budget,311.2,9.53,281.54,343,44,Defective,96568.22,59222.2,2,Unknown,Direct Sales,Invoice,South,290,229,No,15,3,13.9,Yes,Supplier 1,0.583,108.84,60.24,3.9759,781,Aramex,Road
ORD1840,08/10/2024,11/10/2024,17/10/2024,Headphones,SKU0840,Premium,212.6,14.94,180.84,152,8,Not as Described,27487.68,11006.67,3.6,Male,B2B,Bank Transfer,West,35,188,Yes,23,6,285.41,Yes,Supplier 4,0.8,106.55,75.32,2.4677,638,FedEx,Air
ORD1841,24/10/2024,28/10/2024,01/11/2024,Laptops,SKU0841,Mid-Range,1059.55,3.94,1017.8,314,1,Wrong Item,319589.2,162056.61,4.7,Unknown,Retail Store,Digital Wallet,East,242,346,Yes,24,4,42.75,Yes,Supplier 5,0.848,501.56,63.92,3.6075,584,FedEx,Road
ORD1842,17/11/2022,19/11/2022,27/11/2022,Laptops,SKU0842,Budget,532.71,7.33,493.66,60,6,Defective,29619.6,14461.41,2.8,Female,Retail Store,Bank Transfer,North,111,48,No,6,8,39.99,No,Supplier 4,0.514,251.97,24.67,7.5329,624,FedEx,Road
ORD1843,21/05/2022,26/05/2022,28/05/2022,Smartphones,SKU0843,Premium,848.17,5.44,802.03,488,34,Defective,391390.64,188157.92,3.4,Non-binary,B2B,Digital Wallet,Central,178,504,Yes,17,2,24.64,Yes,Supplier 4,0.549,416.41,21.78,7.8223,700,USPS,Road
ORD1844,01/04/2023,03/04/2023,14/04/2023,Smartwatches,SKU0844,Premium,725.9,3.99,696.94,255,4,Changed Mind,177719.7,98284.55,4.5,Non-binary,Retail Store,Credit Card,East,104,238,Yes,11,11,102.1,Yes,Supplier 3,0.9,311.11,82.28,1.7725,767,UPS,Sea
ORD1845,23/05/2022,28/05/2022,09/06/2022,Smartphones,SKU0845,Premium,967.79,4.17,927.43,80,6,Wrong Item,74194.4,40493.28,3.1,Male,Retail Store,Digital Wallet,South,132,75,No,20,12,374.72,Yes,Supplier 2,0.491,416.58,8.11,9.1893,573,Aramex,Air
ORD1846,21/03/2024,22/03/2024,24/03/2024,Tablets,SKU0846,Mid-Range,583.52,11.17,518.34,458,63,Changed Mind,237399.72,93440.56,2.1,Male,Direct Sales,Invoice,South,114,473,Yes,15,2,46.4,Yes,Supplier 4,0.577,314.22,62.58,3.7425,601,DHL,Road
ORD1847,22/06/2024,27/06/2024,02/07/2024,Smartphones,SKU0847,Mid-Range,411.25,12.12,361.41,18,1,Changed Mind,6505.38,2741.04,3.1,Male,B2B,Credit Card,North,237,10,No,6,5,12.42,Yes,Supplier 2,0.803,208.44,88.53,1.147,952,DHL,Road
ORD1848,12/09/2023,14/09/2023,22/09/2023,Tablets,SKU0848,Premium,678.92,11.63,599.96,481,4,Damaged in Shipping,288580.76,110563.66,4.6,Male,Direct Sales,Invoice,South,149,433,Yes,14,8,427.09,Yes,Supplier 2,0.834,369.21,62.59,3.741,653,Aramex,Air
ORD1849,12/12/2023,15/12/2023,23/12/2023,Tablets,SKU0849,Budget,160.85,6.16,150.94,218,2,Defective,32904.92,20989.74,5,Non-binary,Direct Sales,Cash,North,153,44,No,6,8,250,No,Supplier 5,0.848,53.51,66.08,3.3918,411,UPS,Air
ORD1850,22/04/2022,25/04/2022,01/05/2022,Tablets,SKU0850,Budget,231.11,4.1,221.63,363,11,Changed Mind,80451.69,52954.63,4.1,Non-binary,Wholesale,Bank Transfer,Central,234,315,Yes,22,6,174.05,Yes,Supplier 3,0.808,75.27,67.08,3.2922,867,UPS,Sea
ORD1851,24/10/2022,25/10/2022,30/10/2022,Smartwatches,SKU0851,Budget,125.66,1.58,123.67,34,2,Damaged in Shipping,4204.78,2782.5,3.6,Male,Direct Sales,Digital Wallet,Central,148,24,No,10,5,8.9,Yes,Supplier 2,0.709,41.57,55.19,4.4813,197,DHL,Road
ORD1852,27/12/2024,28/12/2024,04/01/2025,Smartphones,SKU0852,Budget,163.67,11.27,145.22,230,10,Wrong Item,33400.6,18363.45,3.9,Non-binary,B2B,Bank Transfer,North,156,161,Yes,4,7,123.95,No,Supplier 4,0.591,64.84,20.48,7.9522,406,FedEx,Sea
ORD1853,02/05/2022,04/05/2022,12/05/2022,Headphones,SKU0853,Mid-Range,104.3,2.82,101.36,423,45,Wrong Item,42875.28,22817.31,2.6,Male,Direct Sales,Cash,Central,235,409,Yes,10,8,54.3,Yes,Supplier 4,0.598,47.29,52.95,4.7049,691,USPS,Road
ORD1854,16/03/2022,19/03/2022,31/03/2022,Tablets,SKU0854,Budget,198.28,13.33,171.85,123,13,Defective,21137.55,10514.23,2.7,Male,Online,Cash,North,216,123,No,23,12,541.01,Yes,Supplier 5,0.721,81.97,82.04,1.7956,989,UPS,Air
ORD1855,07/08/2023,08/08/2023,12/08/2023,Tablets,SKU0855,Mid-Range,422.76,0.7,419.8,320,25,Defective,134336,87138.52,3,Non-binary,B2B,Digital Wallet,East,205,203,No,14,4,80.68,Yes,Supplier 2,0.524,147.24,20.13,7.9866,1111,UPS,Sea
ORD1856,17/06/2022,20/06/2022,26/06/2022,Tablets,SKU0856,Budget,139.58,8.06,128.33,140,2,Defective,17966.2,10524.83,4.6,Male,B2B,Credit Card,South,210,98,No,19,6,29.77,Yes,Supplier 1,0.693,52.94,31.31,6.8693,368,DHL,Road
ORD1857,15/11/2024,18/11/2024,21/11/2024,Tablets,SKU0857,Budget,104.42,4.6,99.62,248,21,Defective,24705.76,15462.37,3.3,Female,Retail Store,Cash,South,25,273,Yes,20,3,15.31,Yes,Supplier 3,0.464,37.21,8.05,9.1952,287,DHL,Road
ORD1858,24/09/2024,25/09/2024,06/10/2024,Smartphones,SKU0858,Mid-Range,207.47,9.28,188.22,230,23,Changed Mind,43290.6,22438.4,2.4,Male,Direct Sales,Credit Card,West,239,230,No,24,11,5,Yes,Supplier 5,0.584,90.64,45.56,5.4437,493,OnTrac,Road
ORD1859,02/05/2024,03/05/2024,04/05/2024,Smartwatches,SKU0859,Premium,776.91,1.38,766.19,481,14,Not as Described,368537.39,228688.35,4.2,Unknown,Online,Digital Wallet,East,147,449,Yes,16,1,7.91,Yes,Supplier 5,0.757,290.73,53.9,4.6102,660,UPS,Road
ORD1860,29/02/2024,03/03/2024,15/03/2024,Headphones,SKU0860,Premium,280.57,5.04,266.43,194,19,Defective,51687.42,23327.74,3,Unknown,B2B,Cash,West,211,226,Yes,18,12,520.68,Yes,Supplier 3,0.454,143.5,12.8,8.7201,815,OnTrac,Air
ORD1861,22/11/2022,24/11/2022,29/11/2022,Laptops,SKU0861,Budget,444.17,10.95,395.53,208,23,Wrong Item,82270.24,47740.47,2.4,Non-binary,Online,Cash,South,196,125,No,11,5,324.17,Yes,Supplier 3,0.519,164.45,34.72,6.5281,425,Aramex,Air
ORD1862,14/04/2022,16/04/2022,27/04/2022,Tablets,SKU0862,Mid-Range,463.97,12.25,407.13,10,0,,4071.3,1909.3,4.3,Unknown,Direct Sales,Digital Wallet,East,78,4,No,7,11,80,No,Supplier 4,0.743,208.2,53.78,4.6224,1048,FedEx,Sea
ORD1863,23/10/2022,25/10/2022,07/11/2022,Smartphones,SKU0863,Mid-Range,341.15,11.24,302.8,362,14,Defective,109613.6,56516.44,4,Unknown,Online,Cash,East,275,266,No,14,13,411.68,Yes,Supplier 1,0.661,145.54,34.79,6.5207,1180,FedEx,Air
ORD1864,08/11/2024,12/11/2024,23/11/2024,Smartwatches,SKU0864,Premium,446.12,13.32,386.7,267,23,Defective,103248.9,59137.11,2.8,Unknown,Direct Sales,Bank Transfer,North,208,187,No,10,11,99.51,No,Supplier 2,0.537,164.84,27.29,7.271,499,UPS,Sea
ORD1865,16/04/2023,20/04/2023,24/04/2023,Tablets,SKU0865,Mid-Range,539.51,8.41,494.14,141,7,Defective,69673.74,40850.71,3.8,Unknown,B2B,Bank Transfer,East,116,47,No,6,4,39.29,Yes,Supplier 5,0.57,204.14,17.99,8.2011,619,FedEx,Road
ORD1866,21/03/2024,23/03/2024,30/03/2024,Smartphones,SKU0866,Budget,155.16,3.15,150.27,46,5,Wrong Item,6912.42,3137.92,2.4,Non-binary,Wholesale,Bank Transfer,South,123,41,No,20,7,108.3,Yes,Supplier 1,0.737,79.7,90.65,0.935,935,DHL,Sea
ORD1867,11/04/2024,16/04/2024,21/04/2024,Headphones,SKU0867,Mid-Range,190.03,6.17,178.31,195,15,Not as Described,34770.45,16380.11,3,Unknown,Direct Sales,Bank Transfer,South,86,136,Yes,7,5,175.39,Yes,Supplier 2,0.626,93.41,44.3,5.5702,962,DHL,Sea
ORD1868,09/05/2024,10/05/2024,15/05/2024,Headphones,SKU0868,Premium,239.6,8.35,219.59,497,37,Defective,109136.23,67078.06,3.1,Male,Retail Store,Cash,South,92,464,Yes,18,5,96.46,Yes,Supplier 5,0.493,84.43,10.73,8.9274,619,FedEx,Sea
ORD1869,11/12/2022,14/12/2022,25/12/2022,Laptops,SKU0869,Mid-Range,650.21,6.91,605.28,88,4,Wrong Item,53264.64,23354.07,3.8,Male,Online,Bank Transfer,West,285,79,No,12,11,291.53,Yes,Supplier 1,0.856,336.58,87.73,1.2267,499,OnTrac,Air
ORD1870,28/10/2024,02/11/2024,07/11/2024,Smartwatches,SKU0870,Premium,784.79,12.64,685.59,319,12,Damaged in Shipping,218703.21,96448.55,4.1,Male,Retail Store,Digital Wallet,Central,50,117,Yes,11,5,48.95,Yes,Supplier 4,0.698,383.09,42.89,5.7106,898,DHL,Road
ORD1871,05/10/2023,07/10/2023,16/10/2023,Laptops,SKU0871,Budget,405.22,2.74,394.12,196,5,Not as Described,77247.52,52484.45,4.2,Female,Wholesale,Cash,North,124,248,Yes,20,9,80.79,Yes,Supplier 3,0.93,125.93,94.32,0.5679,619,UPS,Sea
ORD1872,15/08/2023,18/08/2023,31/08/2023,Headphones,SKU0872,Budget,27.14,6.24,25.45,453,45,Not as Described,11528.85,6927.91,3,Male,Direct Sales,Cash,West,41,347,Yes,22,13,80,Yes,Supplier 5,0.576,9.98,43.61,5.6391,519,OnTrac,Road
ORD1873,17/08/2023,18/08/2023,19/08/2023,Laptops,SKU0873,Mid-Range,1137.53,1.24,1123.42,160,15,Defective,179747.2,83314.92,3.1,Non-binary,Retail Store,Invoice,Central,203,107,No,3,1,22.68,Yes,Supplier 4,0.714,602.56,74.68,2.5321,741,UPS,Road
ORD1874,08/02/2023,09/02/2023,17/02/2023,Smartwatches,SKU0874,Premium,612.52,0.13,611.72,438,10,Not as Described,267933.36,170337.57,4.4,Unknown,Wholesale,Credit Card,North,166,350,Yes,15,8,171.45,Yes,Supplier 5,0.706,222.43,37.67,6.2326,635,FedEx,Sea
ORD1875,31/10/2024,05/11/2024,14/11/2024,Smartphones,SKU0875,Premium,616.62,6.08,579.13,402,17,Changed Mind,232810.26,124180.02,4.3,Non-binary,B2B,Invoice,East,57,308,Yes,15,9,472.14,Yes,Supplier 4,0.71,269.05,48.58,5.1418,1066,UPS,Air
ORD1876,13/05/2022,14/05/2022,15/05/2022,Headphones,SKU0876,Premium,254.48,7.87,234.45,159,2,Defective,37277.55,18647.46,4.6,Non-binary,B2B,Credit Card,North,127,111,No,15,1,9.6,Yes,Supplier 5,0.663,117.11,20.97,7.9028,641,UPS,Road
ORD1877,16/11/2023,20/11/2023,21/11/2023,Laptops,SKU0877,Premium,1787.69,6.15,1677.75,155,20,Damaged in Shipping,260051.25,129861.93,1.6,Female,Direct Sales,Credit Card,Central,180,176,No,23,1,14.12,Yes,Supplier 3,0.564,839.84,57.16,4.2844,906,DHL,Road
ORD1878,01/10/2024,05/10/2024,14/10/2024,Smartwatches,SKU0878,Mid-Range,246.72,9.37,223.6,297,21,Damaged in Shipping,66409.2,33220.55,3.3,Non-binary,Direct Sales,Digital Wallet,East,226,158,No,14,9,295.9,Yes,Supplier 2,0.568,110.75,26.81,7.3191,550,UPS,Air
ORD1879,31/01/2024,02/02/2024,13/02/2024,Tablets,SKU0879,Premium,973.61,4.39,930.87,458,37,Defective,426338.46,278590.45,3.1,Female,Retail Store,Bank Transfer,East,123,153,Yes,6,11,152.93,No,Supplier 2,0.616,322.26,43.85,5.6147,611,FedEx,Sea
ORD1880,21/02/2022,26/02/2022,06/03/2022,Laptops,SKU0880,Mid-Range,1145.71,12.62,1001.12,192,11,Not as Described,192215.04,115625.16,3.6,Female,Direct Sales,Credit Card,South,240,115,No,14,8,12.6,Yes,Supplier 3,0.623,398.84,33.16,6.6842,962,DHL,Road
ORD1881,05/01/2024,08/01/2024,10/01/2024,Headphones,SKU0881,Premium,340.79,8.04,313.39,177,14,Damaged in Shipping,55470.03,35210.27,3.3,Unknown,Online,Bank Transfer,West,83,71,No,10,2,5.65,Yes,Supplier 2,0.775,114.43,82.03,1.797,1113,UPS,Road
ORD1882,02/08/2022,06/08/2022,12/08/2022,Smartwatches,SKU0882,Mid-Range,257.06,4.75,244.85,479,38,Wrong Item,117283.15,50387.18,2.9,Female,Direct Sales,Digital Wallet,South,27,256,Yes,9,6,353.29,Yes,Supplier 3,0.446,138.92,1.62,9.8377,519,DHL,Air
ORD1883,15/04/2022,18/04/2022,25/04/2022,Smartphones,SKU0883,Mid-Range,315.3,12.29,276.55,251,11,Defective,69414.05,31140.09,4.3,Female,B2B,Invoice,South,61,142,Yes,8,7,21.56,Yes,Supplier 5,0.59,152.4,18.6,8.1398,878,DHL,Road
ORD1884,03/11/2023,08/11/2023,11/11/2023,Smartphones,SKU0884,Premium,867.35,11.39,768.56,410,58,Changed Mind,315109.6,171450.58,1.6,Unknown,Online,Credit Card,South,34,396,Yes,19,3,40.12,Yes,Supplier 5,0.513,350.29,49.19,5.0809,476,Aramex,Road
ORD1885,21/09/2023,23/09/2023,28/09/2023,Smartphones,SKU0885,Mid-Range,389.89,13.44,337.49,216,16,Not as Described,72897.84,28236.14,3.5,Unknown,B2B,Credit Card,West,279,58,No,3,5,599.86,No,Supplier 3,0.72,203.99,67.76,3.2244,1013,FedEx,Air
ORD1886,04/04/2022,09/04/2022,18/04/2022,Headphones,SKU0886,Premium,300.58,8.65,274.58,347,8,Wrong Item,95279.26,56765.5,4.5,Non-binary,Direct Sales,Cash,South,90,150,Yes,12,9,558.9,Yes,Supplier 3,0.827,109.38,67.9,3.2101,459,FedEx,Air
ORD1887,03/05/2024,07/05/2024,15/05/2024,Smartphones,SKU0887,Premium,687.36,0.99,680.56,94,6,Not as Described,63972.64,33814.54,3.2,Non-binary,Online,Credit Card,West,268,66,No,5,8,439.06,No,Supplier 2,0.679,316.16,52.79,4.7206,381,FedEx,Air
ORD1888,16/06/2023,20/06/2023,01/07/2023,Smartwatches,SKU0888,Mid-Range,236.11,7.23,219.04,430,56,Defective,94187.2,62047.37,2,Unknown,Direct Sales,Invoice,East,208,344,Yes,9,11,5.93,No,Supplier 4,0.378,74.73,10.02,8.9985,670,UPS,Road
ORD1889,02/04/2023,06/04/2023,07/04/2023,Laptops,SKU0889,Premium,1474.83,6.87,1373.51,457,37,Changed Mind,627694.07,384705.3,3.2,Unknown,Retail Store,Bank Transfer,South,205,472,Yes,18,1,15.58,Yes,Supplier 2,0.533,531.67,24.11,7.5895,696,DHL,Road
ORD1890,09/05/2023,13/05/2023,14/05/2023,Smartwatches,SKU0890,Mid-Range,200.9,12.99,174.8,457,7,Defective,79883.6,34381.68,4.7,Unknown,Retail Store,Digital Wallet,West,263,274,Yes,3,1,34.99,Yes,Supplier 3,0.641,99.49,18.39,8.1607,756,UPS,Road
ORD1891,08/02/2022,09/02/2022,15/02/2022,Smartwatches,SKU0891,Budget,77.81,5.32,73.67,243,17,Changed Mind,17901.81,11446.96,3.5,Non-binary,Wholesale,Cash,South,61,138,Yes,6,6,253.49,Yes,Supplier 4,0.688,25.52,56.87,4.3131,432,FedEx,Air
ORD1892,08/08/2024,12/08/2024,23/08/2024,Laptops,SKU0892,Mid-Range,1169.49,11.46,1035.47,85,3,Damaged in Shipping,88014.95,45018.44,4,Unknown,Direct Sales,Credit Card,East,238,40,No,13,11,131.86,Yes,Supplier 2,0.633,504.29,26.3,7.3702,482,Blue Dart,Sea
ORD1893,16/01/2024,17/01/2024,30/01/2024,Smartwatches,SKU0893,Mid-Range,311.97,9.12,283.52,98,2,Not as Described,27784.96,17799.49,4.7,Male,B2B,Cash,Central,101,65,No,13,13,644.11,Yes,Supplier 2,0.759,95.32,48.21,5.1793,784,DHL,Air
ORD1894,04/05/2024,07/05/2024,10/05/2024,Smartphones,SKU0894,Premium,763.47,6.56,713.39,244,15,Wrong Item,174067.16,114965.23,3.6,Male,Online,Bank Transfer,Central,233,163,No,18,3,41.73,Yes,Supplier 3,0.837,242.05,90.15,0.9853,488,DHL,Road
ORD1895,26/01/2022,28/01/2022,06/02/2022,Smartphones,SKU0895,Mid-Range,330.2,8.94,300.68,487,35,Damaged in Shipping,146431.16,85580.92,3.3,Unknown,Online,Credit Card,East,39,97,Yes,3,9,637.56,No,Supplier 1,0.64,123.64,45.68,5.4322,553,FedEx,Air
ORD1896,22/11/2024,26/11/2024,28/11/2024,Laptops,SKU0896,Mid-Range,611.56,6.22,573.52,460,24,Damaged in Shipping,263819.2,140477.1,3.8,Female,Online,Bank Transfer,Central,87,215,Yes,11,2,149.5,Yes,Supplier 4,0.69,267.81,48.96,5.1045,575,UPS,Sea
ORD1897,06/06/2023,11/06/2023,20/06/2023,Smartphones,SKU0897,Premium,1031.27,11.28,914.94,305,6,Defective,279056.7,174552.11,4.8,Unknown,Retail Store,Credit Card,North,100,183,Yes,15,9,20.74,Yes,Supplier 5,0.658,342.57,25.05,7.4947,845,DHL,Road
ORD1898,13/12/2024,15/12/2024,21/12/2024,Smartphones,SKU0898,Premium,1100.13,10.41,985.61,199,5,Damaged in Shipping,196136.39,117184.39,4.6,Male,Wholesale,Bank Transfer,North,87,73,No,7,6,157.95,Yes,Supplier 2,0.615,395.95,17.27,8.2729,301,FedEx,Sea
ORD1899,25/08/2022,27/08/2022,28/08/2022,Laptops,SKU0899,Budget,560.52,13.46,485.07,247,10,Changed Mind,119812.29,66588.09,4.1,Unknown,Direct Sales,Invoice,North,259,115,No,3,1,22.87,Yes,Supplier 5,0.717,215.39,50.39,4.9606,532,FedEx,Road
ORD1900,12/02/2022,15/02/2022,21/02/2022,Headphones,SKU0900,Premium,274.17,2.15,268.28,48,6,Damaged in Shipping,12877.44,8236.82,1.8,Male,B2B,Credit Card,Central,64,8,No,5,6,34.54,No,Supplier 1,0.469,95.96,32.37,6.7629,799,UPS,Road
ORD1901,31/08/2024,05/09/2024,16/09/2024,Headphones,SKU0901,Budget,71.74,12.56,62.73,299,19,Changed Mind,18756.27,6568.86,3.3,Unknown,B2B,Credit Card,South,255,269,Yes,11,11,547.34,Yes,Supplier 3,0.511,38.93,10.24,8.976,582,DHL,Air
ORD1902,28/09/2022,03/10/2022,09/10/2022,Smartphones,SKU0902,Mid-Range,538.52,4.77,512.83,62,6,Wrong Item,31795.46,21086.7,3.1,Non-binary,Direct Sales,Credit Card,North,30,41,Yes,18,6,44.14,Yes,Supplier 1,0.434,172.01,3.61,9.6393,810,FedEx,Road
ORD1903,30/12/2023,03/01/2024,04/01/2024,Tablets,SKU0903,Premium,976.52,10.77,871.35,323,20,Damaged in Shipping,281446.05,109556.75,3.7,Non-binary,Online,Digital Wallet,Central,110,269,Yes,12,1,17.77,Yes,Supplier 3,0.702,532.11,55.75,4.4253,667,DHL,Road
ORD1904,20/12/2022,23/12/2022,29/12/2022,Tablets,SKU0904,Budget,182.67,0.57,181.63,372,24,Defective,67566.36,33021.84,3.3,Non-binary,Online,Invoice,North,115,484,Yes,21,6,97.32,Yes,Supplier 3,0.603,92.6,33.27,6.6727,997,UPS,Sea
ORD1905,22/04/2024,25/04/2024,06/05/2024,Headphones,SKU0905,Mid-Range,118.38,13.94,101.88,130,9,Defective,13244.4,7167.84,3.5,Non-binary,Retail Store,Digital Wallet,North,60,104,Yes,9,11,12.06,No,Supplier 5,0.557,46.65,22.18,7.7821,934,DHL,Road
ORD1906,20/07/2022,25/07/2022,30/07/2022,Laptops,SKU0906,Mid-Range,785.2,11.95,691.37,47,0,,32494.39,20922.4,5,Non-binary,B2B,Digital Wallet,South,210,24,No,15,5,25.03,Yes,Supplier 4,0.88,245.68,70.43,2.9572,431,FedEx,Road
ORD1907,04/05/2023,07/05/2023,11/05/2023,Smartwatches,SKU0907,Mid-Range,159.95,3.03,155.1,214,18,Wrong Item,33191.4,15375.17,2.9,Female,Online,Invoice,North,41,143,Yes,19,4,5.01,Yes,Supplier 5,0.721,83.23,72,2.7999,1010,FedEx,Road
ORD1908,28/12/2022,02/01/2023,03/01/2023,Tablets,SKU0908,Budget,124.2,1.81,121.95,192,27,Damaged in Shipping,23414.4,11354,1.5,Male,Retail Store,Invoice,West,118,205,Yes,18,1,25.84,Yes,Supplier 2,0.704,62.68,97.38,0.2623,895,FedEx,Road
ORD1909,18/02/2024,19/02/2024,22/02/2024,Smartwatches,SKU0909,Premium,664.87,4.43,635.42,58,8,Defective,36854.36,21943.88,1.9,Female,Retail Store,Bank Transfer,East,237,46,No,11,3,82.78,Yes,Supplier 2,0.472,255.65,35.04,6.4963,747,UPS,Sea
ORD1910,20/06/2023,23/06/2023,05/07/2023,Smartphones,SKU0910,Budget,143,5.27,135.46,213,10,Not as Described,28852.98,12053.42,4.1,Non-binary,Direct Sales,Digital Wallet,West,159,192,Yes,10,12,277.15,No,Supplier 4,0.575,77.57,16.92,8.308,653,OnTrac,Air
